age,sex,education,marriage,num_dependents,home_ownership,years_at_address,employment_status,years_employed,annual_income,monthly_income,income_source,has_other_loans,region,limit_bal,current_balance,available_credit,credit_utilization,over_limit_flag,balance_to_limit_6m_avg,utilization_trend,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,max_pay_delay,num_late_payments,payment_consistency_score,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,avg_bill_amt,max_bill_amt,bill_volatility,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,avg_pay_amt,total_paid_6m,pay_to_bill_ratio,credit_score,num_credit_inquiries_6m,num_open_accounts,num_closed_accounts,oldest_account_years,num_delinquencies_2yr,num_public_records,bankruptcy_flag,debt_collection_flag,credit_mix_score,card_type,rewards_program,card_age_months,num_cards_held,primary_card_flag,annual_fee,credit_limit_increase_count,avg_monthly_spend,num_transactions_monthly,avg_transaction_value,cash_advance_usage_pct,cash_advance_count_6m,foreign_transaction_flag,online_transaction_pct,travel_category_spend_pct,grocery_category_spend_pct,restaurant_spend_pct,returned_payment_count,weekend_spend_pct,debt_to_income_ratio,monthly_obligation_ratio,credit_limit_to_income,income_stability_index,net_worth_proxy,spend_to_income_ratio,urban_flag,state_code,zip_income_percentile,app_login_frequency_monthly,paperless_flag,autopay_enrolled,customer_service_calls_6m,dispute_count_1yr,num_cards_held_total_institutions,months_since_last_delinquency,mobile_app_user,email_open_rate,min_pay_flag,spend_to_limit_ratio,payment_to_income_ratio,repeat_late_payer_flag,credit_card_default
68,2,1,3,2,0,3.9,1,4.1,51420.0,4285.0,1,1,1,80000,19280.0,60720.0,0.241,0,0.1584429233161162,-0.0682,-1,0,2,-1,-1,0,2,1,0.8333,18425.0,9937.0,40710.0,9303.0,52916.0,28104.0,26566.0,52916.0,16008.08,7487.0,6789.0,23576.0,7940.0,38070.0,2729.0,14432.0,86591.0,0.5433,711.0,1,1,4,2.0,1,0,0,0,1,1,0,46,3,1,195,1,27363.0,22,1243.77,0.2644,1,1,0.3511,0.4219,0.0639,0.5474,1,0.7661,0.3749,6.1983,1.5558,0.0837,21082.0,6.3843,1,11,0.4035,12,1,0,1,2,5,44,1,0.4112,0,0.342,3.3672,0,0
25,1,2,1,4,0,1.3,4,0.8,45484.0,3790.0,1,1,1,80000,23336.0,56664.0,0.2917,0,0.2525529710061152,0.0127,0,0,-1,1,-1,0,1,1,0.8333,31855.0,35509.0,14065.0,9294.0,14443.0,37741.0,23818.0,37741.0,11467.93,19016.0,16996.0,7314.0,6457.0,7237.0,12262.0,11547.0,69282.0,0.4848,639.0,2,10,9,3.1,0,1,0,1,1,1,1,198,2,0,450,0,17208.0,10,1720.8,0.0566,1,0,0.4844,0.081,0.3336,0.7736,0,0.2898,0.513,6.2828,1.7588,0.1333,3639.0,4.5392,0,4,0.5169,6,0,1,0,0,6,62,1,0.846,0,0.2151,3.0459,0,1
37,1,2,2,3,1,0.0,1,2.1,55136.0,4595.0,1,1,1,80000,20400.0,59600.0,0.255,0,0.2551904377726892,-0.0024,-1,5,2,-1,-1,-1,5,2,0.6667,26729.0,25762.0,61749.0,14712.0,26740.0,9930.0,27604.0,61749.0,16579.91,17630.0,25012.0,34845.0,11410.0,15419.0,8543.0,18810.0,112859.0,0.6814,739.0,2,6,2,15.3,1,0,0,0,5,3,1,148,3,1,550,0,23466.0,11,2133.27,0.1452,2,0,0.5642,0.0707,0.5916,0.6956,0,0.7606,0.37,6.0061,1.4509,0.1167,11579.0,5.1057,0,14,0.5683,11,1,1,0,2,5,0,1,0.2135,0,0.2933,4.0927,1,0
65,2,2,2,1,0,5.8,1,0.7,51272.0,4273.0,1,1,1,50000,24255.0,25745.0,0.4851,0,0.4671748813940326,-0.0077,-1,4,-1,-2,0,0,4,1,0.8333,19809.0,15074.0,27774.0,17467.0,11841.0,29490.0,20242.0,29490.0,6421.7,17907.0,7459.0,19641.0,2268.0,7052.0,24887.0,13202.0,79214.0,0.6522,704.0,0,4,3,22.7,0,0,0,1,3,4,0,130,6,0,95,2,12595.0,23,547.61,0.1069,2,0,0.5139,0.2322,0.4412,0.0478,2,0.4634,0.4731,4.7361,0.9752,0.0152,3589.0,2.9469,1,34,0.2295,9,1,1,0,1,6,10,0,0.819,0,0.2519,3.0889,0,1
52,2,3,1,1,1,5.6,4,1.9,25296.0,2108.0,1,0,2,50000,8900.0,41100.0,0.178,0,0.1572332062748215,-0.1216,0,0,0,-1,3,0,3,1,0.8333,10915.0,8596.0,12153.0,10069.0,11574.0,26787.0,13349.0,26787.0,6116.03,9712.0,5447.0,8030.0,8277.0,10774.0,6003.0,8040.0,48243.0,0.6023,643.0,1,5,6,24.9,0,0,0,0,5,1,1,143,2,0,95,2,10243.0,15,682.87,0.1465,0,0,0.6099,0.0618,0.3388,0.0491,0,0.5693,0.3518,6.3295,1.9765,0.0576,4806.0,4.8568,1,50,0.191,6,0,0,0,1,3,57,1,0.1181,0,0.2049,3.8122,0,0
71,2,2,1,1,1,6.0,1,20.8,20500.0,1708.0,1,0,2,50000,15925.0,34075.0,0.3185,0,0.3620006605356831,-0.0152,0,2,-2,3,-1,0,3,2,0.6667,12636.0,9525.0,23144.0,7421.0,14476.0,9719.0,12820.0,23144.0,5147.55,7976.0,8796.0,17634.0,5851.0,4174.0,6972.0,8567.0,51403.0,0.6683,701.0,1,5,7,8.4,0,0,0,0,5,2,1,47,4,1,95,2,8560.0,17,503.53,0.0642,0,0,0.5313,0.3514,0.2378,0.6122,0,0.8099,0.7768,7.5015,2.4389,0.4,42640.0,5.0088,1,15,0.8532,5,1,1,0,1,9,14,1,0.137,0,0.1712,5.0129,1,0
23,1,1,2,1,1,7.2,1,2.0,38550.0,3212.0,3,1,5,20000,3550.0,16450.0,0.1775,0,0.211556174891841,-0.058,0,1,7,-1,1,-1,7,3,0.5,4577.0,8796.0,6349.0,12054.0,8655.0,3609.0,7340.0,12054.0,2846.27,1851.0,3185.0,5089.0,3152.0,4536.0,2422.0,3372.0,20235.0,0.4594,723.0,2,3,0,23.5,0,0,0,0,5,3,1,78,2,1,0,0,4428.0,19,233.05,0.0461,0,0,0.5053,0.198,0.6696,0.2465,0,0.3817,0.0921,2.2845,0.5188,0.5,7710.0,1.3782,1,43,0.5315,11,0,0,1,0,2,2,1,0.704,0,0.2214,1.0495,0,0
60,2,2,1,2,1,5.9,2,1.3,76391.0,6366.0,1,0,2,100000,25810.0,74190.0,0.2581,0,0.2314104510291269,-0.0019,2,3,-2,0,-1,-1,3,2,0.6667,35455.0,29036.0,9280.0,38255.0,61891.0,45515.0,36572.0,61891.0,15951.77,29638.0,18752.0,7849.0,28229.0,34797.0,33453.0,25453.0,152718.0,0.696,577.0,0,4,6,28.7,2,1,0,0,3,2,1,141,2,1,0,0,29626.0,14,2116.14,0.0549,0,0,0.5288,0.51,0.3475,0.2059,0,0.6531,0.3379,5.744,1.309,0.0317,9931.0,4.6531,0,24,0.3747,8,0,1,1,0,4,22,1,0.5909,0,0.2963,3.9976,1,1
60,1,3,1,1,0,5.5,2,1.9,36768.0,3064.0,1,0,1,80000,45800.0,34200.0,0.5725,0,0.5409822146646052,-0.054,1,3,-2,-1,-1,1,3,3,0.5,54995.0,45843.0,15606.0,52593.0,48670.0,22754.0,40077.0,54995.0,15194.29,47492.0,17347.0,10147.0,45731.0,19764.0,13546.0,25671.0,154027.0,0.6405,627.0,1,10,5,3.6,0,0,0,0,2,1,1,190,4,1,95,0,31032.0,17,1825.41,0.0601,0,1,0.4523,0.0065,0.4097,0.2117,1,0.2815,1.2456,13.0757,2.1757,0.0463,6986.0,10.1246,1,16,0.0463,9,1,1,1,0,2,0,1,0.2941,0,0.3879,8.3755,0,0
47,1,2,1,4,1,3.6,4,4.8,64393.0,5366.0,1,1,3,50000,310.0,49690.0,0.0062,0,0.0782836394008514,-0.0407,0,2,-1,1,2,0,2,3,0.5,38432.0,14495.0,27947.0,14698.0,4081.0,10326.0,18330.0,38432.0,11486.03,23905.0,11744.0,7404.0,5544.0,3655.0,3893.0,9358.0,56145.0,0.5105,708.0,0,2,3,3.8,2,0,0,1,5,1,0,87,3,0,95,1,12750.0,16,796.88,0.0024,0,0,0.6068,0.3406,0.1829,0.2384,0,0.3734,0.0048,3.4153,0.7765,0.1714,30909.0,2.3756,1,35,0.4383,9,0,0,2,1,2,0,1,0.1912,0,0.255,1.7436,1,0
26,1,2,2,0,1,0.8,1,7.2,60697.0,5058.0,2,1,1,20000,10890.0,9110.0,0.5445,0,0.5287019566245013,0.0624,1,0,0,0,1,1,1,3,0.5,3337.0,4893.0,10793.0,7895.0,10402.0,12742.0,8344.0,12742.0,3335.58,1820.0,4002.0,4610.0,2581.0,7024.0,6984.0,4504.0,27021.0,0.5398,547.0,1,9,0,5.7,0,0,0,0,2,2,1,99,7,1,0,0,6358.0,13,489.08,0.0097,1,1,0.7351,0.2032,0.3243,0.6384,0,0.435,0.1794,1.6493,0.3295,1.0,43702.0,1.2568,1,14,0.0938,11,1,1,2,0,6,18,1,0.5696,0,0.3179,0.8903,0,0
44,1,3,1,0,1,0.1,1,11.8,158772.0,13231.0,1,1,3,100000,51560.0,48440.0,0.5156,0,0.4907040534862281,-0.0297,-1,-1,0,-1,-1,-1,0,0,1.0,5816.0,50669.0,38461.0,24100.0,20179.0,21731.0,26826.0,50669.0,14276.17,3355.0,27996.0,33035.0,20175.0,14462.0,10462.0,18248.0,109485.0,0.6802,627.0,4,1,6,0.5,2,0,0,0,5,1,1,3,7,1,0,0,20743.0,16,1296.44,0.201,0,0,0.2691,0.159,0.3636,0.2047,0,0.7941,0.3247,2.0274,0.6298,0.472,187351.0,1.5676,1,18,0.9858,22,1,1,0,3,8,10,1,0.6054,0,0.2074,1.3791,0,0
36,2,2,1,0,1,2.1,1,1.3,30582.0,2548.0,1,0,4,200000,99980.0,100020.0,0.4999,0,0.5341043174380903,0.0144,-1,-1,-1,0,-1,-1,0,0,1.0,30238.0,24615.0,69320.0,77086.0,106904.0,33002.0,56861.0,106904.0,29962.25,27600.0,15591.0,39474.0,32364.0,77536.0,7768.0,33389.0,200333.0,0.5872,628.0,3,14,1,7.7,0,0,0,0,3,1,1,101,2,1,195,1,60853.0,15,4056.87,0.0999,0,1,0.5598,0.0512,0.555,0.2433,0,0.4466,3.2691,22.3072,6.5396,0.0765,3976.0,23.8733,0,49,0.1622,4,0,0,0,0,3,0,0,0.1207,0,0.3043,13.0989,0,1
53,2,2,2,0,1,0.1,1,4.0,47026.0,3919.0,1,1,3,10000,4893.0,5107.0,0.4893,0,0.4393140281697197,0.0466,1,-1,1,0,0,2,2,3,0.5,2963.0,430.0,6757.0,3869.0,2024.0,2038.0,3014.0,6757.0,1972.87,2485.0,240.0,4315.0,2869.0,1570.0,954.0,2072.0,12433.0,0.6875,587.0,2,11,0,1.0,0,2,0,0,4,1,1,7,7,1,450,3,2245.0,15,149.67,0.0497,0,0,0.9296,0.5465,0.0802,0.5022,0,0.2619,0.104,0.7689,0.2126,0.1176,18810.0,0.5727,1,49,0.4478,12,0,1,1,0,9,25,1,0.4919,0,0.2245,0.5286,0,0
68,2,2,1,0,0,2.6,1,9.2,42412.0,3534.0,1,0,4,20000,3460.0,16540.0,0.173,0,0.2066626922499613,0.0719,2,-1,0,-1,-1,-1,2,1,0.8333,1151.0,1251.0,9340.0,6401.0,7086.0,2734.0,4660.0,9340.0,3121.51,811.0,1034.0,4844.0,4018.0,3619.0,1091.0,2570.0,15417.0,0.5515,632.0,1,3,5,0.8,0,0,0,0,2,1,1,221,5,0,95,0,2839.0,21,135.19,0.0097,1,0,0.3265,0.2919,0.1494,0.1301,2,0.533,0.0816,1.3182,0.4716,0.1878,39019.0,0.8031,1,5,0.7439,12,1,1,1,0,2,21,1,0.2291,0,0.1419,0.727,0,0
61,1,1,2,0,0,0.2,1,3.3,19930.0,1661.0,1,0,5,100000,72490.0,27510.0,0.7249,0,0.7864717531746743,-0.0829,4,0,-1,2,-1,-1,4,2,0.6667,13482.0,50400.0,61378.0,2884.0,11049.0,39421.0,29769.0,61378.0,21819.09,8143.0,46096.0,32442.0,2482.0,6996.0,32663.0,21470.0,128822.0,0.7212,661.0,1,2,3,3.8,1,0,0,0,3,2,0,212,1,1,195,3,28506.0,18,1583.67,0.1266,1,0,0.4513,0.1345,0.1082,0.2496,0,0.2337,3.637,17.9116,5.0173,0.0786,6577.0,17.1516,1,4,0.9432,6,1,1,0,0,7,27,1,0.5743,0,0.2851,12.9182,1,1
33,2,1,1,4,0,3.1,1,2.9,37760.0,3147.0,1,0,4,150000,53850.0,96150.0,0.359,0,0.3173100285291361,-0.0353,0,0,3,0,2,2,3,3,0.5,17724.0,93447.0,24254.0,43926.0,58553.0,26792.0,44116.0,93447.0,25926.72,5264.0,27156.0,19428.0,33223.0,51653.0,10821.0,24591.0,147545.0,0.5574,722.0,0,1,0,7.7,0,0,1,0,3,1,1,13,3,1,0,1,43242.0,16,2702.62,0.2263,0,0,0.8586,0.1833,0.1177,0.0508,0,0.4705,1.4261,14.014,3.9724,0.2071,10950.0,13.7363,1,31,0.9948,8,1,0,0,0,3,61,0,0.1398,0,0.2883,7.8116,1,0
63,2,1,1,0,2,2.5,1,1.2,40310.0,3359.0,1,1,3,150000,74190.0,75810.0,0.4946,0,0.5451471105137027,-0.0347,-1,-1,-2,-1,0,4,4,1,0.8333,79975.0,22321.0,62697.0,93956.0,43629.0,34843.0,56237.0,93956.0,25149.25,43263.0,11814.0,31658.0,48215.0,38802.0,15481.0,31539.0,189233.0,0.5608,783.0,2,8,8,9.0,0,0,0,0,4,2,0,126,6,1,0,1,33852.0,22,1538.73,0.3638,1,1,0.8572,0.3641,0.3729,0.2589,0,0.3168,1.8404,16.7372,3.7211,0.0273,4837.0,10.075,1,13,0.4578,10,1,1,1,0,2,56,0,0.5647,0,0.2257,9.3866,0,1
65,1,1,1,0,1,6.1,2,3.8,66467.0,5539.0,1,0,5,200000,127040.0,72960.0,0.6352,0,0.709602655168077,-0.0166,-1,-1,1,-1,2,0,2,2,0.6667,12786.0,39008.0,89545.0,103892.0,25822.0,43674.0,52454.0,103892.0,33071.41,9410.0,24773.0,44924.0,96837.0,12823.0,24329.0,35516.0,213096.0,0.6771,670.0,1,2,1,9.0,1,0,0,0,5,2,1,35,2,1,0,0,57312.0,10,5731.2,0.0476,2,1,0.6842,0.1496,0.487,0.6837,1,0.4896,1.9113,9.4682,3.009,0.0826,25257.0,10.3451,1,32,0.5649,7,0,1,1,0,9,70,1,0.6851,0,0.2866,6.4108,0,1
73,1,1,3,1,1,7.4,1,1.1,53449.0,4454.0,2,0,4,20000,6270.0,13730.0,0.3135,0,0.2423131895477481,-0.0006,3,0,4,0,-1,0,4,2,0.6667,1601.0,7758.0,4543.0,9086.0,3791.0,7335.0,5686.0,9086.0,2587.05,690.0,6825.0,1713.0,6560.0,1519.0,3075.0,3397.0,20382.0,0.5974,707.0,2,5,0,1.7,0,0,0,0,1,4,1,33,4,0,195,4,5299.0,16,331.19,0.054,0,0,0.5967,0.058,0.1627,0.5604,1,0.6477,0.1173,1.2763,0.3742,0.0204,5879.0,1.1895,1,32,0.6982,7,0,0,2,0,7,0,1,0.6808,0,0.2649,0.7625,1,0
56,1,2,1,0,1,6.9,3,1.3,20029.0,1669.0,1,1,3,20000,2942.0,17058.0,0.1471,0,0.1425644431676507,-0.023,0,0,-2,0,0,0,0,0,1.0,6700.0,1494.0,3731.0,5675.0,3613.0,5273.0,4414.0,6700.0,1692.55,4666.0,1105.0,3393.0,2257.0,2624.0,1841.0,2648.0,15886.0,0.5999,649.0,2,8,8,1.5,0,0,0,1,3,1,0,16,6,1,95,0,2974.0,15,198.27,0.0849,1,1,0.9121,0.1555,0.5912,0.2212,0,0.5163,0.1469,2.6431,0.9985,0.0351,2604.0,1.7808,1,8,0.2589,9,1,1,1,0,1,0,1,0.3936,0,0.1487,1.5856,0,0
58,1,2,2,2,1,6.0,1,10.7,77255.0,6438.0,1,0,1,200000,101060.0,98940.0,0.5053,0,0.4453684420847119,-0.0126,4,-2,-1,0,-1,-1,4,1,0.8333,65888.0,56857.0,92669.0,69711.0,63150.0,120529.0,78134.0,120529.0,22010.39,43532.0,21045.0,50915.0,50928.0,25615.0,38714.0,38458.0,230749.0,0.4922,564.0,0,6,6,1.1,0,0,0,0,2,2,0,143,1,1,0,1,53069.0,18,2948.28,0.1406,1,0,0.2293,0.1184,0.2255,0.2795,0,0.7927,1.3081,12.1345,2.5888,0.2744,82663.0,8.2418,1,1,0.031,8,0,0,1,0,7,0,1,0.0583,0,0.2653,5.9727,0,1
27,2,3,1,0,0,3.7,4,3.0,24992.0,2083.0,1,1,2,100000,49860.0,50140.0,0.4986,0,0.4672746158505803,0.0691,0,0,-1,-1,0,-1,0,0,1.0,22899.0,14527.0,19639.0,50442.0,48587.0,15951.0,28674.0,50442.0,14985.37,7638.0,7424.0,9656.0,26995.0,23132.0,8802.0,13941.0,83647.0,0.4862,553.0,2,5,4,0.5,1,0,0,0,1,1,1,175,4,1,195,0,26725.0,21,1272.62,0.2707,2,0,0.7669,0.2528,0.1412,0.4616,0,0.146,1.995,13.7591,4.0011,0.375,7498.0,12.8239,1,41,0.5152,7,1,0,0,0,7,56,0,0.3924,0,0.2672,6.6895,0,1
71,1,3,1,1,1,2.2,1,2.1,90010.0,7501.0,1,1,4,200000,28600.0,171400.0,0.143,0,0.1087814535557499,-0.0256,0,-1,0,-1,2,0,2,1,0.8333,120090.0,32342.0,64993.0,127499.0,81558.0,16205.0,73781.0,127499.0,41231.15,61743.0,20556.0,25331.0,76983.0,58549.0,11091.0,42376.0,254253.0,0.5743,614.0,0,3,7,2.6,0,0,0,0,2,4,1,186,4,0,450,1,77877.0,15,5191.8,0.0283,0,1,0.2795,0.2404,0.0619,0.4546,0,0.3573,0.3177,9.8348,2.222,0.0404,18902.0,10.3808,1,28,0.981,5,1,1,1,0,8,3,1,0.2719,0,0.3894,5.6486,0,0
62,2,1,1,2,1,1.2,1,33.6,34509.0,2876.0,1,0,2,20000,7734.0,12266.0,0.3867,0,0.3439165775653776,-0.0224,6,0,0,-1,2,0,6,2,0.6667,5742.0,4599.0,14827.0,12039.0,9565.0,9989.0,9460.0,14827.0,3492.84,3415.0,1862.0,11322.0,6405.0,6719.0,3222.0,5491.0,32945.0,0.5804,754.0,2,4,4,2.9,1,0,0,1,5,1,0,216,5,1,0,0,7102.0,19,373.79,0.051,2,0,0.6828,0.0023,0.7458,0.2309,0,0.1045,0.2241,3.2881,0.5795,0.7814,115950.0,2.4685,1,25,0.2037,8,1,1,1,1,4,16,1,0.3532,0,0.3551,1.9086,1,0
30,2,2,2,1,1,12.7,2,1.8,38827.0,3236.0,1,0,1,20000,11316.0,8684.0,0.5658,0,0.5369930863884966,0.0387,1,-1,-1,-1,-1,3,3,2,0.6667,2360.0,11667.0,2882.0,2309.0,1789.0,7595.0,4767.0,11667.0,3648.39,1042.0,4316.0,1912.0,1927.0,1702.0,5235.0,2689.0,16134.0,0.5641,723.0,1,11,7,5.2,1,0,0,0,5,2,0,32,5,0,0,4,3876.0,20,193.8,0.44,0,0,0.6148,0.2047,0.044,0.1508,1,0.5537,0.2914,1.4727,0.5151,0.1636,6989.0,1.1974,0,9,0.0499,10,1,1,0,0,2,52,1,0.4614,0,0.1938,0.8307,0,0
52,1,1,2,1,0,1.3,3,0.5,59625.0,4969.0,1,0,1,300000,58920.0,241080.0,0.1964,0,0.1820135649524446,0.0545,0,-1,-1,-2,2,0,2,1,0.8333,62583.0,150742.0,89642.0,100158.0,25087.0,102949.0,88527.0,150742.0,38542.07,39396.0,140425.0,41704.0,66842.0,18969.0,55003.0,60390.0,362339.0,0.6822,666.0,2,14,2,16.2,0,0,0,0,5,1,0,8,7,1,550,0,68330.0,15,4555.33,0.1649,0,1,0.6358,0.1665,0.2024,0.3256,0,0.1609,0.9882,17.8123,5.0314,0.0152,2981.0,13.7485,1,14,0.0652,9,0,0,4,0,4,60,1,0.5317,0,0.2278,12.1509,0,0
63,1,2,1,1,0,0.4,1,1.7,62736.0,5228.0,1,1,1,30000,17523.0,12477.0,0.5841,0,0.6314809316358663,0.0626,-1,0,0,-1,-1,3,3,1,0.8333,4353.0,17128.0,13712.0,11816.0,6837.0,16837.0,11780.0,17128.0,4787.17,3536.0,8297.0,12266.0,6661.0,6228.0,13464.0,8409.0,50452.0,0.7138,618.0,0,13,6,12.2,1,0,0,0,3,3,0,67,2,0,95,0,7611.0,14,543.64,0.0227,1,0,0.6716,0.1344,0.6873,0.2354,2,0.4295,0.2793,2.2528,0.4782,0.0386,10665.0,1.4555,1,30,0.361,6,0,0,0,0,4,57,1,0.4496,0,0.2537,1.6081,0,0
73,2,3,1,2,2,8.5,1,17.6,71941.0,5995.0,1,0,3,150000,85860.0,64140.0,0.5724,0,0.5872080994326873,0.0479,-1,3,-1,-1,1,2,3,3,0.5,52738.0,27504.0,53274.0,24020.0,30992.0,72227.0,43459.0,72227.0,17310.38,25782.0,18778.0,9492.0,15232.0,23798.0,49917.0,23833.0,142999.0,0.5484,596.0,2,4,6,28.3,1,0,0,0,4,1,1,52,1,1,95,4,41277.0,23,1794.65,0.1077,0,1,0.481,0.3548,0.1245,0.7375,0,0.182,1.1935,7.248,2.085,0.3259,126616.0,6.8841,0,17,0.5607,13,1,1,3,2,7,42,1,0.3014,0,0.2752,3.9748,1,1
50,2,2,2,1,0,2.1,1,10.0,58648.0,4887.0,1,0,4,80000,13896.0,66104.0,0.1737,0,0.223995502151051,0.0282,5,-1,-1,3,1,3,5,4,0.3333,35714.0,17850.0,35049.0,27824.0,13990.0,31414.0,26974.0,35714.0,8305.23,20702.0,15694.0,31799.0,11659.0,8815.0,12099.0,16795.0,100768.0,0.6226,850.0,2,13,6,2.1,0,0,0,1,1,2,0,208,4,0,0,1,27771.0,9,3085.67,0.0142,1,1,0.6312,0.0053,0.4337,0.2787,0,0.3444,0.2369,5.5184,1.364,0.3226,58648.0,5.6815,0,27,0.7469,5,1,1,1,1,4,71,0,0.3517,0,0.3471,3.436,1,1
22,1,2,2,1,1,1.6,1,7.8,54023.0,4502.0,2,0,4,80000,31800.0,48200.0,0.3975,0,0.2760343156822313,-0.071,6,-1,4,-1,-1,-1,6,2,0.6667,16923.0,15548.0,20258.0,11028.0,34502.0,44760.0,23836.0,44760.0,11866.65,12544.0,13522.0,18913.0,3771.0,21173.0,34091.0,17336.0,104014.0,0.7273,846.0,1,13,3,3.4,0,0,0,0,1,4,1,105,1,1,0,2,18391.0,21,875.76,0.0108,0,0,0.9711,0.4296,0.1999,0.0311,0,0.3902,0.5886,5.2934,1.4808,1.0,42138.0,4.0842,1,29,0.9729,10,0,1,2,1,1,0,1,0.5104,0,0.2299,3.8499,1,1
52,1,3,2,4,1,4.7,1,9.7,32588.0,2716.0,1,1,2,30000,20460.0,9540.0,0.682,0,0.7095309100634161,0.0031,-1,0,3,0,1,-1,3,2,0.6667,16205.0,15618.0,10661.0,12113.0,6588.0,13557.0,12457.0,16205.0,3241.36,8064.0,7334.0,7621.0,7747.0,4892.0,11587.0,7874.0,47245.0,0.6321,603.0,0,6,3,7.2,1,1,0,0,1,1,1,86,3,1,95,2,13235.0,16,827.19,0.1128,2,1,0.5236,0.2082,0.5593,0.0809,0,0.6431,0.6278,4.5848,0.9206,0.2939,31610.0,4.8712,1,37,0.9337,8,0,0,1,2,2,44,1,0.4559,0,0.4412,2.898,0,0
33,2,3,1,3,0,20.0,2,0.7,83510.0,6959.0,1,0,1,30000,15159.0,14841.0,0.5053,0,0.5694499376030084,-0.0159,-1,0,0,-1,-1,-2,0,0,1.0,19883.0,7247.0,6518.0,15048.0,21709.0,21960.0,15394.0,21960.0,6434.53,8383.0,4069.0,2684.0,10827.0,14918.0,8019.0,8150.0,48900.0,0.5294,509.0,2,7,3,23.6,0,1,0,0,3,2,1,190,1,0,95,2,10004.0,19,526.53,0.0949,0,0,0.4855,0.1458,0.4175,0.1637,0,0.43,0.1815,2.2118,0.3592,0.05,5846.0,1.4374,0,43,0.3258,6,1,1,0,1,1,45,1,0.6999,0,0.3335,1.171,0,0
66,1,1,1,0,0,2.9,1,19.4,101972.0,8498.0,1,0,1,50000,21110.0,28890.0,0.4222,0,0.3947868159352742,0.0278,0,3,0,-1,0,-2,3,1,0.8333,5810.0,17754.0,16698.0,42023.0,13574.0,4993.0,16809.0,42023.0,12299.81,3643.0,9315.0,8344.0,25788.0,9932.0,2247.0,9878.0,59269.0,0.5877,768.0,1,11,9,13.8,0,0,0,0,4,4,1,78,2,0,0,0,15047.0,18,835.94,0.1204,1,0,0.4864,0.0982,0.2254,0.0656,0,0.6094,0.207,1.9778,0.4903,0.4128,197826.0,1.7704,1,22,0.1386,12,0,0,2,0,1,20,1,0.1725,0,0.3009,1.1623,0,0
47,2,1,2,0,1,20.7,1,1.1,70089.0,5841.0,1,1,1,300000,79530.0,220470.0,0.2651,0,0.2137331299461521,0.0299,3,-1,0,-1,0,0,3,1,0.8333,105536.0,166120.0,254952.0,111619.0,143577.0,168743.0,158424.0,254952.0,49483.41,69555.0,84784.0,159916.0,49203.0,7473.0,99170.0,78350.0,470101.0,0.4946,751.0,0,11,7,21.8,2,0,0,0,4,3,1,61,7,1,195,0,127024.0,23,5522.78,0.0955,1,0,0.7989,0.4521,0.4642,0.1523,0,0.5288,1.1347,27.1181,4.2802,0.0393,7710.0,21.7432,1,28,0.8156,5,1,1,1,1,5,8,1,0.1883,0,0.4234,13.4115,0,1
69,2,3,1,1,0,2.5,1,0.7,93425.0,7785.0,1,1,2,50000,24230.0,25770.0,0.4846,0,0.5422887030029648,-0.0559,0,-2,-1,-1,0,0,0,0,1.0,9091.0,6186.0,13038.0,16087.0,9066.0,8244.0,10285.0,16087.0,3294.47,3772.0,1687.0,8942.0,4971.0,6479.0,3040.0,4815.0,28891.0,0.4682,661.0,1,11,5,31.3,2,0,0,0,2,2,1,126,4,1,95,0,8404.0,19,442.32,0.092,0,0,0.3074,0.0334,0.1874,0.2096,0,0.3298,0.2593,1.321,0.5352,0.014,6540.0,1.0794,0,2,0.1653,6,1,0,0,0,8,8,1,0.3081,0,0.1681,0.6184,0,0
61,2,1,1,0,0,3.1,1,5.7,125499.0,10458.0,1,0,3,30000,10929.0,19071.0,0.3643,0,0.3626062835935398,0.0112,0,1,0,-1,-1,1,1,2,0.6667,16900.0,4823.0,11044.0,15262.0,5009.0,3759.0,9466.0,16900.0,5249.45,10941.0,898.0,6034.0,10964.0,3126.0,1172.0,5522.0,33135.0,0.5834,675.0,0,12,7,6.7,0,0,0,0,5,1,1,227,2,0,95,3,5832.0,14,416.57,0.0461,0,0,0.8446,0.0997,0.2242,0.4736,0,0.1382,0.0871,0.9051,0.239,0.1357,71534.0,0.5576,1,43,0.6833,13,1,0,0,0,1,18,1,0.1959,0,0.1944,0.528,0,0
37,1,1,2,2,2,0.9,1,7.3,82342.0,6862.0,1,1,1,20000,7820.0,12180.0,0.391,0,0.3677834095217585,-0.0734,-1,-1,3,3,-1,0,3,2,0.6667,5517.0,4746.0,249.0,13117.0,10253.0,5750.0,6605.0,13117.0,4112.65,2242.0,3088.0,213.0,3333.0,3198.0,2579.0,2442.0,14653.0,0.3697,702.0,0,12,0,2.7,1,0,0,0,5,4,1,163,2,1,195,0,5436.0,20,271.8,0.1876,1,0,0.7763,0.1016,0.317,0.3442,0,0.2564,0.095,0.9624,0.2429,0.4056,60110.0,0.7921,1,26,0.5208,7,1,1,1,0,6,0,1,0.3118,0,0.2718,0.3558,1,0
